sentence,pred,label,loss
"oh, czarek, but will happen to us?",",",",",1.3561670780181885
"turned out, i was not completely wrong.",.,not,5.872865676879883
"native  'me win, me passum heap big law ...",the,big,8.6525297164917
"in any case--it's over.""  ",-,-,2.036066770553589
the herbal extract shows success in treating mild dementia and preventing alzheimer's memory loss.,in,in,0.7639229893684387
that is why icons have the power they have.,they,is,3.6038918495178223
said i was foolishly proud. ,it,i,3.3867106437683105
the word had filled his head as though the girl had whispered directly into both ears.,been,whispered,7.218050003051758
or at least they try and do something about it first,at,at,0.0308785792440176
theoretically scale economies in delivery are not firm specific.,and,in,3.111330270767212
"others complain that the superstars are over the hill, and are trotting out mediocre work.",all,tr,4.806769371032715
the union has about 4000 members in canada.,.,in,1.6920528411865234
"have you any tips to give us before we clear out?""",to,before,5.8112030029296875
"'uh, hi guys,' daniel said meekly.",",",',5.11398458480835
oh um i talked to someone about san antonio,like,talked,4.989803314208984
a misty morning makes the scene even more evocative of the past.,ev,ev,1.0987969636917114
"races are held between april and december at the veliefendi hippodrome near bakerky, 15 km (9 miles) west of istanbul.",the,istanbul,8.858745574951172
um-hum so you figure one of these days you're going to go back to being an engineer is that what you think,for,of,4.3733625411987305
right on the waterfront; offers a more formal atmosphere and a great place to catch a sunset.,be,catch,6.9058451652526855
(kohler's dictionary for accountants) contract authority - contract authority is a subset of budget authority.,the,contract,9.33688735961914
it will be a pleasure dressing jane.,to,will,4.798772811889648
"in applying this requirement, the following factors may influence the auditors' assessment of control ",control,assessment,4.958242416381836
do they live close by,they,do,6.684406280517578
history defies laws.,.,laws,9.62158489227295
now conservatives are fighting back.,.,conservatives,11.298351287841797
"the house is surprisingly small and simple, with one bedroom, a tiny kitchen, and a couple of social rooms.",the,a,2.746277332305908
"fiction has its glories, but concealment is merely squalid.",case,conceal,4.763149261474609
are there children who need to be entertained?,are,need,7.156605243682861
"hopefully, wall street will take voluntary steps to address these issues before it is forced to act.",.,is,5.522754669189453
okay pro football i like two teams one the new york giants and the second is the raiders,one,and,3.112506151199341
in public places there is one state that does that by the way,it,in,3.0206470489501953
we have gone on trips we've bathed in streams,been,bathed,9.33499813079834
initiatives completed under phase i of the plan include the ,and,the,3.16619873046875
yeah well i'm well i'm definitely for it,am,m,3.907879114151001
but what he means by what he shows is anybody's guess.,is,shows,8.638940811157227
you know and held over for trial,i,you,1.9743403196334839
i tipped it upside down.,and,upside,6.936291217803955
"for a screening test, high sensitivity is the most desirable parameter.",and,is,5.069875240325928
what involvement did other key players have in connection with these accountability failures?,a,in,4.98185920715332
"in the violet shade of morning, ca'daan saw adrin standing on the dunes in sword practice.",.,##an,7.8988165855407715
i bet even my cats could do that,you,even,4.903769493103027
he distinctly said you were to repair the sky.,i,he,2.2403364181518555
they watched me constantly for weeks.,.,me,4.725150108337402
"it has a staff of about 100 employees, including attorneys and support staff, in 10 branch offices.",the,a,3.603393077850342
first we applied three alternative concentrationresponse (c-r) functions to estimate premature mortality incidence.,and,first,6.984526634216309
all we've done is checked that the first two creditors divided their collective share of $125 appropriately,.,done,6.066364288330078
so that will definitely help in taxes and what you will get back,you,you,2.3808858394622803
the smart annie was not in evidence.,the,evidence,9.179024696350098
"yes, mistuh reese, suh? ",",",",",3.1739137172698975
"at the heart of the sanctuary, a small granite shrine once held the sacred barque of horus himself.",.,small,7.407810211181641
postal service's domestic rates for first-class and priority mail to the inbound mail distribution described above.,and,for,3.4594781398773193
do you like um any rock and roll at all,and,at,6.135247707366943
"dining room, grill, pub.",",",grill,9.964754104614258
"but such a show would have meant the museum taking a hard look at its own, often controversial part in the art world.",the,such,7.824193000793457
"and while we allow people to give a kidney to their child, we do not allow them to donate their heart.",.,and,3.1158416271209717
"unbar, francisco! he called in spanish.",is,called,6.397922515869141
"who could there be?""",.,?,4.093269348144531
my wife and daughter are the ones doing riley.,.,and,2.356442451477051
take a backwaters trip through the lagoons and around the island villages.,.,around,7.0004425048828125
alcohol use and trauma.,.,trauma,13.204684257507324
'but if they catch me...',.,me,3.3570327758789062
"the win brought tears to her eyes, of course, and prompted a phone call to mom in india.",in,brought,9.48620891571045
"the muslim campaign for partition was led by london-trained bombay lawyer, muhammad ali jinnah.",the,the,1.4815233945846558
it's um it's it's amazingly less expensive than it is,',s,4.452145576477051
automobile includes small trucks.,it,automobile,12.924187660217285
"you're quite safe."" her breath came more normally, and the colour was returning to her cheeks.",.,the,2.5019023418426514
probably so probably so um-hum,",",-,4.250901699066162
"after its early failure, hubble now provides vital clues to the universe.",and,early,7.473154067993164
well they all come back from from the bottom,they,well,6.104103088378906
just a hunch.,a,just,6.163833141326904
the span  a guide to legal services planning.,new,span,13.537529945373535
yeah i think they did a pretty good job but  they did not follow it exactly but they did give it you know do it justice,can,know,6.426496982574463
"she always says the right thing, does the right thing, wears the right clothes.",other,right,6.669297695159912
'you killed derry.',know,killed,7.916167259216309
"twelve days later, i made my second.",two,twelve,4.605571269989014
and enjoy nature and uh kind of wipe out the stress of everyday life i'd always,',i,6.001126766204834
"mrs. vandemeyer, she read, ""20 south audley mansions.",.,mansions,12.633092880249023
i'd call it a bad date.,i,',8.864426612854004
"for adventurous travelers looking for an introduction to the south, the rewards are rich.",world,south,6.6837239265441895
it covers most but not all close senate and gubernatorial races.),.,.,1.5617588758468628
the component may also be a contractor.,be,be,1.2703039646148682
the point is not that investing in foreign companies is necessarily a mistake.,is,is,0.7778715491294861
"currently oasi and di make payments to that account, and hi receives payment.",.,payment,8.023969650268555
a plausible increase in the penetration of computer ownership by households over the course of a single year.,and,of,3.4553651809692383
"but the explanation is institutional, not ideological.",what,but,5.89817476272583
you and tuppence have been sticking together like siamese twins.,##llie,##ppe,5.011628150939941
participants generally agreed that improvements in corporate governance will bring about improvements in auditing.,in,in,0.7214221954345703
authorizing and approving ,app,app,2.572413682937622
ever see a contemplative power ranger?,fun,con,2.469529390335083
"every tube contained a body, and every body was a famous figure from history.",in,from,4.1562700271606445
"the great kanto earthquake of 1923 destroyed some 60,000 homes in yokohama and took over 20,000 lives.",as,earthquake,4.527851104736328
oh was that good i heard oh okay,and,oh,4.695589065551758
"the only adult males allowed in the harem were the black eunuchs, who were in charge of security and administration.",and,the,3.668585777282715
"due to the amount of information now available, power has shifted from the physician to the patient.",to,from,3.3693761825561523
i know i am um i do not know anybody in their right mind that says that that i'm doing it because i want to i,it,that,4.160290718078613
"is not that america's last bastion of mobsters, racists, and hacks?",##s,##sters,5.251309394836426
"let me try it."" she began snapping her fingers and saying the word eagerly, but nothing happened.",to,it,5.189258575439453
"there is also an archaeological museum that displays older relics, including examples of mycenaean pottery.",some,examples,4.496649265289307
research over the last 20 years has changed the scientific view of life.,and,has,4.608945369720459
perhaps he should clear out even farther and head for california.,all,california,10.928996086120605
"for the moment, he sought refuge in retreat, and left the room precipitately. ",a,the,2.0978288650512695
in june you can watch dealers haggling over heaps of white silkworm cocoons.,in,over,4.638579368591309
"the results looked like versace melded with blade runner , says newsweek 's steven levy.",...,says,8.703879356384277
he waited for the group on the nearby 18 th green to finish.,.,18,9.811662673950195
no not near as much as i'd like to i mean i've i tend to stay pretty busy at my job and uh,you,pretty,6.1578369140625
we have a problem concerning gift etiquette.,and,gift,12.615975379943848
the inglethorps did not appear. ,.,##hor,8.580424308776855
equivalent to increasing national saving to 19.,on,national,7.168044090270996
you're mad.,not,mad,8.693458557128906
"inside, a huge mountain of a man, even bigger than thorn, fought with a huge two-handed axe.",.,than,1.5990203619003296
jon had only seen two people move that fast in his life,the,seen,5.629288673400879
we developed technical assistance funds for creative planning projects and obtained a $15.,.,15,7.662140846252441
"i have done my best to target unpopulated areas at unpopulated times, but the guilt still weights heavy on my soul.'",and,areas,6.324108600616455
thurmond announced a few weeks ago that he will not run again.,.,he,5.041562080383301
auditors will need to exercise professional judgment in assessing the significance of audit results or findings.,and,professional,6.939451694488525
where's tommy? ,?,',5.987227916717529
the lot upon which it is being built had been vacant.,the,the,1.2125720977783203
"or he has not really thought it through, which itself would cast doubt on the depth of his faith.",it,or,5.198123455047607
network externalities are in.,the,network,9.936238288879395
we could use their assistance should it be needed.,safe,needed,6.323912620544434
not a pleasant prospect and not one easily avoided---not even by any reform package or proposal that i've seen.,.,proposal,11.092997550964355
the result was the four raphael rooms (stanze di raffaello).,##man,##fa,3.7004554271698
grand row! ,!,grand,8.038840293884277
"pointe pitre's cathedral, the basilique saint-pierre et saint-paul, features unusual metal columns and balconies.",##a,##re,4.489353179931641
"had that piquant gipsy face been at the bottom of the crime, or was it 73 the baser mainspring of money? ",##t,##psy,6.785061359405518
uh no i did not,i,no,5.475706100463867
we drive sixty five oh yes well,and,sixty,6.576596260070801
major tourist shops have forms and details.,some,major,7.634078025817871
randy's tough love wrap-up,back,wrap,7.664491653442383
yeah i'm in north carolina,in,in,2.0355722904205322
"he was watching muller as if the sergeant, rather than his men, was the focal point of any future attack.",and,he,3.2412915229797363
"i could feel gazes on my back; people peering out from between curtains, stealing glimpses through letterboxes.",and,through,5.13619327545166
good.' natalia glared.,.,.,0.9471480250358582
sophisticated research is required to tease apart the complex interactions between these variables.,and,these,4.276721000671387
what about me?,.,me,3.9893229007720947
they use the the injection thing or whatever it is,.,thing,7.939229488372803
" he was here less than two days and already he thought of this town as home, something he wished to protect.",.,already,7.509434223175049
" ""all whose true names they could find, that is,"" garm amended.",and,true,8.135272026062012
"had they any clue, or 103 would the whole thing remain in the category of undiscovered crimes? ",und,und,3.6886343955993652
"a few schools, including harvard, new york and georgetown universities, already have them.",they,already,7.227519989013672
the point is not that polls are dishonest.,the,the,1.0516306161880493
but uh what's that,',uh,8.508763313293457
"he was writing a warning, not a prescription.",a,a,1.818265438079834
stop blaming john.,.,blaming,13.417612075805664
kashmir remained an unresolved problem of partition.,result,problem,6.056436538696289
"all the discoveries have been made by japp, and japp will take all the credit. ",the,the,1.6508657932281494
you outwitted me.,##run,##wi,4.442132472991943
yeah but that's that's true just about every,',yeah,5.412929534912109
he was lecherous and strange.,##y,##ous,2.8442158699035645
this brought forth a small number of articulate dissensions.,they,this,4.790616035461426
oh yeah no that's uh that's a that's a real interesting movie and it's got a good historical perspective to it,the,a,2.7215912342071533
your guess is as good as mine.,my,your,3.4341049194335938
someone was applauding.,app,app,1.2891203165054321
you know used to play it a lot when i was in school but  now that i'm married and stuff i,i,i,1.9104876518249512
table 7-1 shows a summary of resource demand and its effect on current supply.,:,7,6.8003411293029785
"yes, continued whittington.",and,",",4.395331382751465
"unless otherwise noted, hotels take all major credit cards.",and,take,12.07918930053711
"of course, there is always the chance that the company's management has simply gone mad.",was,is,1.2465715408325195
the rest of the industry is waiting to see how much control the government demands over recovered keys.,the,the,0.027659691870212555
the mosque is unusual in cairo in that it has no facade it is hidden behind a protective wall with nineteen openings.,the,the,0.6552157998085022
"warn't no apaches, that's for certain.",.,t,6.780898094177246
the commission prepared a final regulatory flexibility analysis pursuant to section 604.,office,commission,5.469482421875
should the intervention include the family?,the,the,2.3276615142822266
"it's now a school, the colegio de santo domingo.",the,santo,7.670520782470703
i think then that's a step away from even duty i do not think they even have a sense of the responsibility,i,s,6.266931533813477
"it was a smaller room than the one downstairs, and there was something peculiarly airless about the atmosphere of it.",the,it,3.5781149864196777
"he held out a hand to the salamander, petted it to a gentle glow and put it back over dave's chest.",my,a,3.5258049964904785
"its principal scandal reporter, ambrose evans-pritchard, has published lots of stories on the suicide.",##er,##ard,3.7647008895874023
"i never like to leave canada, because i'm disappointed every time.",.,because,4.3580474853515625
"in her soft grey frock, with white ruffles at the wrists falling over her slender hands, she looked very beautiful. ",in,over,2.9544434547424316
"at the sight of tommy, julius's eyes seemed as though they would pop out of his head.",.,",",3.1002049446105957
"seemed that whoever the killer was, she'd let him into her home voluntarily.",and,she,3.6759653091430664
and even the painter could not give me a good estimate he said well i'll be done this afternoon you know,i,could,3.8047945499420166
there's a pile of money called the social security trust fund.,a,a,1.169189214706421
"dave hanson, to whom nothing is impossible, he said.",",",hanson,7.691883087158203
"if moynihan has anything to do with it, al gore will not get bill clinton's.",",",has,4.581164360046387
"still, miyajima manages to be both solemn and lively.",may,manages,12.38322925567627
expressed about the methodology and results of the procedures to determine the federal pay gap.,be,determine,7.055303573608398
"tomb 57, that of khaemhat, was decorated with statues of himself and his family very rare for tombs of his class.",the,himself,6.303172588348389
thank you. tuppence felt a terrific rise in her spirits.,and,thank,4.574535369873047
the place was a living tomb… .,the,the,1.553462028503418
"he hired a room, and i hired one too.",.,and,3.473024368286133
the dramatically rising cliff of black basalt stone made the castle impregnable to all but the most wily commander.,for,to,1.7921948432922363
somehow i hoped that as a people we could be better than than um expecting,the,than,8.805742263793945
he gasped for air and his head throbbed.,.,for,3.6214869022369385
yeah i i think you really have to be disciplined,do,think,3.898264169692993
oh okay i'll let you go,and,',6.004796028137207
"authentic jamaican cuisine (including jerk chicken, pork, and fish), or choose your own lobster.",",",(,3.0063552856445312
up to a forty four magnum any any of them in the correct hands they're an absolutely fantastic weapon,the,absolutely,8.109617233276367
i i seems like it was on a friday friday or saturday,.,friday,6.351516246795654
i beg your pardon. a man's voice beside her made her start and turn.,.,your,4.291236877441406
i am not keeping back facts. ,and,not,4.525706768035889
around him stood the remainder of the sticks.,the,the,0.04167452082037926
he scanned the great lawyer eagerly.,",",great,8.911495208740234
cdc centers for disease control and prevention cert/cc certa coordination center,##ce,##rt,5.3227949142456055
it was at that moment that the full realization of his folly began to come home to tommy.,it,it,0.8161501288414001
the next witness was mary cavendish. ,the,next,7.517253398895264
and you got to have your cranberry sauce now i like jellied kind,milk,##an,5.97330379486084
it was dead quiet.,it,it,0.4400031268596649
no um my husband has a grandmother in a nursing home and that has been a real mess to say the least,the,home,3.465534210205078
but uh because i work for uh hal ammon,no,am,6.155272483825684
yeah the current average or whatever,the,yeah,9.940927505493164
"she had decided not to ask if sir james was ""at home,"" but to adopt a more personal attitude.",be,adopt,8.867412567138672
nor was a common start or end point identified for design review as an element of the facility acquisition process.,by,for,5.116234302520752
"dublin is an intimate city, physically small but tightly packed, a perfect place for walking.",the,an,6.7701096534729
you will be able to buy it at the giftshop adjacent to the ship on your visit.,.,it,2.824982166290283
the others followed.,man,others,5.662520885467529
u.s. economic interests through the prevention and mitigation ofmarine incidents.,and,incidents,10.98742961883545
it could be very confusing.,they,it,1.7030466794967651
room 5 holds objects from the final phase of minoan civilization (1450-1400 b.c.).,.,.,1.3835011720657349
"the magazine's humor often depended on racist and sexist stereotypes, such as wide-grinned, watermelon-eating blacks.",and,wide,11.499373435974121
"but, says lindburg, 'if you protect the panda, you're protecting the golden monkey, the monal pheasants, the takins.",it,",",3.3032538890838623
it was refurbished in the victorian era but rendered useless by succeeding nile dams.,and,it,3.0949039459228516
so what do you think about it,about,about,2.0601894855499268
yeah well i think they got i think that was almost everyone of them that he recruited uh recruited for this year,all,everyone,4.3564534187316895
as a matter of fact he is.,.,fact,5.037060737609863
"here, where you should click the fifa online link, which you'll find on the left (under the basics).",",",should,8.335918426513672
she had come to know betty currie very well.,.,currie,14.876423835754395
why come here? the torrent has started already and many other southern villages surely draw the interest of bandits.,been,started,5.15229606628418
it took the advent of jetliners and cruise ships for that to happen.,.,and,2.2946367263793945
uh malaysia four years in malaysia and three years in the philippines,two,four,3.757554054260254
by these criteria kinsey fares well.,are,criteria,10.408875465393066
"after years of neglect it was restored, beginning in the mid-1970s, and opened to the public in 1984.",and,and,1.8121970891952515
"the inner courtyard, the nasal chowk, is one of the few that can be visited.",.,can,6.799773216247559
"we established the program because we were concerned about the changeover, wheeler said.",the,the,1.7309675216674805
sir james peel edgerton said you would be able to manage that for me.,so,edge,5.675122261047363
"' there were even days when i would wake up and think, 'please god, let me die.",there,',8.33450698852539
so the reverse hypothesis could be just as valid.,",",as,5.215478420257568
"sewage was thrown into the streets from upstairs windows, accompanied by shouts of  gardeyloo!  ",and,accompanied,4.893045425415039
"at first this resulted in an independent kingdom of mallorca, under jaume ii, followed by sanc and jaume iii.",and,ii,6.388943195343018
you and tuppence have been sticking together like siamese twins.,put,sticking,9.662559509277344
you mean it's that at a like a stranger a total stranger,like,',4.701979637145996
western spruce budworm in the carson national,.,the,4.059816360473633
we have the advantage tonight.,other,advantage,9.963611602783203
his next two shots landed in the chests of two riders carrying long bladed sticks.,and,bladed,12.994769096374512
um i have not kept up with uh the texas politics other than that dirty little uh governor fight,i,have,6.3657636642456055
"financial  examination of irs' fiscal year 1995 financial statements (gao/aimd-96-101, july 11, 1996)",-,-,2.034923791885376
uh let me ask you something did you get a catalog or something from these people yet,me,from,4.562299728393555
we'll handle this.',you,we,3.2366714477539062
"great billowing streaks of flame, snaking to heaven and coiling up the sky.",##owing,##owing,0.8894360065460205
tv is the most important medium for conveying history.,##ing,##ing,2.302140712738037
"it is especially renowned as the last center of training for the city's most celebrated residents, the geisha.",.,residents,7.306599140167236
"israelis are delighted that people from everywhere visit their country, and welcome you with genuine warmth.",and,you,5.594099044799805
adrin said nothing and gabriel continued.,.,##rin,8.772966384887695
yeah i do that too,they,i,1.496900200843811
trade publishers sold 5 percent fewer books than they did the year before.,were,fewer,8.100412368774414
oh yeah that yeah they they just run all over the place do not they,it,that,4.237457275390625
i could.,am,could,4.508680820465088
my beloved sox beat the indians.,.,the,3.928879976272583
"i do, dave hanson.",i,i,1.7410881519317627
"after relying exclusively on overseas trade, venice created a new land-owning aristocracy through this expansion.",on,on,0.09262297302484512
he's a freakish peter pan--the juvenile delinquent who would not grow up.,',he,6.9001641273498535
but too often downsizing means what it has in the union pacific  fewer people doing more work.,no,downs,6.7278923988342285
"however, wtp is generally considered to be a more readily measurable and conservative measure of benefits.",.,however,5.1142168045043945
"but if the chinese did try to buy favor with the democrats, it may have been because they already owned the republicans.",they,it,2.4887843132019043
the corrida always starts on time even if the clock occasionally has to be stopped.,",",be,7.290548324584961
"instead, intel makes real things.",.,makes,7.767006874084473
because mademoiselle cynthia does not take sugar in her coffee.,to,not,6.282565116882324
"it is wild and windswept, and its limited vegetation a far cry from the lush green interior.",and,",",3.9141464233398438
"before 1980, federal law prohibited interest to be generated on checking accounts maintained by federally insured banks.",.,interest,6.897615432739258
they can even sit next to the driver.,they,even,7.769285202026367
so you do not really feel like you're really working that hard do you when you're in the water,no,when,6.581328868865967
"jon, still looking through adrin's eyes, saw a wicked sharp blade burst through the kal's chest.",oh,jon,10.214204788208008
"several recently refurbished rooms display over 1,700 objects found at the tomb of tutankhamun by howard ceter in 1922.",trans,tu,3.9724245071411133
"it is 'up to them' ”as you say over here."" then, suddenly, he asked: ""are you a judge of finger-marks, my friend?""",",",over,5.134598255157471
"so-called houston! this one problem, denise, or maybe dennis, was repeating.",",",dennis,11.772429466247559
i hoped and prayed it would not occur to john also. ,to,would,3.087143898010254
okay i uh i have five children all together,and,five,8.302660942077637
but do not let that discourage you.,.,that,5.0351243019104
"but as mir floated in orbit, the soviet union fell apart.",they,mir,11.00264835357666
"thus, on close scrutiny, the zapruder film's ultimate revelation is that abraham zapruder was himself a conspirator.",.,was,4.5340256690979
"anyway, there's no way to identify the owner or owners ""anse picked up the three musketeers .",to,to,1.1370116472244263
"4 million, which will be divvied up nationwide.",",",up,7.258335113525391
yeah because everybody else is growing,everything,everybody,3.891014814376831
i've had a chance to i had a chance to terminate and uh l o a and back to l o a,i,',6.210526466369629
no i'm not in cape cod i'm uh oh about a you know five minute ride from rhode island,in,from,2.72895884513855
"that you value your origins, that you cradle old stories and remember old morals.",and,old,7.112893104553223
then he has to fudge his faith so that people who do not share it will not take it seriously.,it,then,6.490403175354004
strike a match to see the effect.,.,to,3.1987662315368652
"'exactly,' he nodded.",.,',4.443399906158447
"as an example of urgent pro bono need, dean glen cited the civil court of new york, the nation's busiest.",the,urgent,9.919325828552246
"julius, said tuppence firmly, ""stop walking up and down.",",",up,4.997350215911865
"gaaaaandhi, gone gone gone.",",",",",1.6996288299560547
"for that, they'll need to sign certain contracts.'",.,",",3.120497703552246
sometimes the people who represent themselves do not even know the significant facts of their case.,they,who,5.006598949432373
using lower cut points for females may maximize screening test performance.,-,cut,9.150815963745117
ca'daan felt his heart jump.,.,jump,8.849294662475586
we have examples of these in the giant outer planets.,they,we,1.598032832145691
okay uh are you in the market for a new car,what,okay,8.48971176147461
white nodded.,.,nodded,11.280143737792969
um me i'm a firm believer in that if you got it spend it,it,you,2.1670033931732178
"not all falsehoods, of course, are lies (the key ingredient in a lie is intentionality).",the,key,8.618680000305176
they were pushing the pace all right.,door,pace,10.13767147064209
"i had a slew of comfortable rooms with cushions everywhere, and a fridge forever stocked with fatty foods.",of,of,0.24740538001060486
net personal savings,personal,net,8.39640998840332
"1.7, formerly methodology transfer paper 7.",.,7,9.173094749450684
mangrove trees and shrubs grow on coastal marshland in the brackish zone between the sea and fresh water.,and,grow,8.980266571044922
edinburgh zoo has a penguin parade every day during the summer.,year,day,3.0004777908325195
"his problem, he said, is the current hiring freeze imposed on all city agencies.",by,on,2.654935359954834
but a closer analysis of the weather map suggests mother nature actually favors the democrats this year.,is,year,6.505409240722656
" elsewhere, great events were changing the shape of the world.",and,were,6.598659515380859
shenzhen was china's first special economic zone.,',china,8.420042037963867
what missions or functions is the acquisition to support?,what,what,2.225367546081543
he might have stowed them there in a hurry.,st,st,3.5786545276641846
oh the potato they were they're delicious but they you do not get seem to get that much for the space they they do,it,for,5.112056732177734
seven thousand troops under sir ralph abercromby landed east of san juan and blockaded the city.,a,seven,4.807868957519531
the amount recorded by both entities is the transferring entity's book value of the asset.,provided,recorded,6.268454551696777
"alternatively, he could have used his address to the christian coalition last friday to criticize religious intolerance.",and,religious,8.957818984985352
the duddon valley and the rolling hillsides around the village of ulpha were much favored by wordsworth.,##s,##s,0.2642546594142914
but there are different kinds of fishing.,people,fishing,8.656295776367188
buy soon or you may miss the chance.,be,miss,5.941103935241699
"white looked up at me, quite slowly.",looking,looked,1.525182843208313
"an experienced diver may prefer moving onto the sinai, where the diving is even better.",and,diver,6.792574882507324
"msnbc, usa today, and yahoo!",and,yahoo,9.68894100189209
you know kids,were,know,3.1241977214813232
part of its infrastructure to help managers run the entity and achieve their aims on an ongoing basis.,and,basis,7.014584541320801
who is stark? asked jon.,.,jon,11.7550687789917
"if you would like a more novel, self-drive way of exploring the desert, hire a quad runner.",and,you,3.78285813331604
they celebrate the u.s. women's comparative innocence.,.,comparative,12.011924743652344
"there we found an open door, flapping in the breeze.",in,in,1.5478107929229736
that goddamned hamster dance.,sl,goddamn,7.319884300231934
"at 1,467 m (4,813 ft) it dominates the lush and rugged south of basse terre.",other,lush,11.244948387145996
uh i work on my own i've got an nineteen eighty trans am that i've had uh since it was new,me,',6.016251564025879
"rock, folk, and  the royal dublin society in ballsbridge holds huge open-air concerts, including rock, folk, and jazz.",and,rock,6.353369235992432
"a legitimate businessman, hughes was nonetheless eccentric and dramatic, a style suited to the las vegas ethos.",.,and,2.216170310974121
"...roman, that you have an enormous amount of experience in the field of telecommunications.",number,amount,4.547633647918701
so but uh denny crum ran his mouth a little bit too much,um,##um,5.762160301208496
this is the most easily accessible of the new territories' walled villages.,.,of,5.476114273071289
one of his arms was a hook.,.,was,6.408827304840088
"no, i cannot say it did. ",.,",",4.104167461395264
no no they do not and you know they're just real shallow people,they,you,2.000044345855713
yeah yeah well i have we have a uh recreation center which is almost right across the street from our uh office,we,well,5.86425256729126
"this great civilization came to a sudden, catastrophic end around 1450 b.c.",the,great,6.158193588256836
"'he did this happen?' natalia asked, gesturing to a window.",and,asked,5.841595649719238
