sentence,pred,label,loss
um-hum so you figure one of these days you're going to go back to being an engineer is that what you think,of,of,0.1390564739704132
right on the waterfront; offers a more formal atmosphere and a great place to catch a sunset.,enjoy,catch,2.2904114723205566
(kohler's dictionary for accountants) contract authority - contract authority is a subset of budget authority.,contract,contract,0.05160188674926758
it will be a pleasure dressing jane.,would,will,2.685692548751831
"in applying this requirement, the following factors may influence the auditors' assessment of control ",level,assessment,4.221583366394043
do they live close by,and,do,7.1006388664245605
history defies laws.,reason,laws,7.355299949645996
now conservatives are fighting back.,they,conservatives,12.83115291595459
"the house is surprisingly small and simple, with one bedroom, a tiny kitchen, and a couple of social rooms.",a,a,0.05065712332725525
"fiction has its glories, but concealment is merely squalid.",content,conceal,2.0706067085266113
are there children who need to be entertained?,want,need,2.096879482269287
"hopefully, wall street will take voluntary steps to address these issues before it is forced to act.",is,is,0.017680419608950615
okay pro football i like two teams one the new york giants and the second is the raiders,and,and,0.982136607170105
in public places there is one state that does that by the way,in,in,0.34128493070602417
we have gone on trips we've bathed in streams,been,bathed,5.429237365722656
initiatives completed under phase i of the plan include the ,the,the,0.0901009738445282
yeah well i'm well i'm definitely for it,m,m,0.003917877096682787
but what he means by what he shows is anybody's guess.,says,shows,9.183548927307129
you know and held over for trial,i,you,1.2448827028274536
i tipped it upside down.,back,upside,0.7698238492012024
"for a screening test, high sensitivity is the most desirable parameter.",is,is,0.018912116065621376
what involvement did other key players have in connection with these accountability failures?,in,in,0.00201974855735898
"in the violet shade of morning, ca'daan saw adrin standing on the dunes in sword practice.",##el,##an,5.145838260650635
i bet even my cats could do that,all,even,1.5933446884155273
he distinctly said you were to repair the sky.,he,he,1.0522172451019287
they watched me constantly for weeks.,him,me,1.6718131303787231
"it has a staff of about 100 employees, including attorneys and support staff, in 10 branch offices.",a,a,0.004194985143840313
first we applied three alternative concentrationresponse (c-r) functions to estimate premature mortality incidence.,then,first,1.7197179794311523
all we've done is checked that the first two creditors divided their collective share of $125 appropriately,done,done,0.16617800295352936
so that will definitely help in taxes and what you will get back,you,you,1.4680323600769043
the smart annie was not in evidence.,sight,evidence,6.336228370666504
"yes, mistuh reese, suh? ",",",",",0.19777272641658783
"at the heart of the sanctuary, a small granite shrine once held the sacred barque of horus himself.",large,small,2.5238823890686035
postal service's domestic rates for first-class and priority mail to the inbound mail distribution described above.,add,for,6.709128379821777
do you like um any rock and roll at all,at,at,0.08679458498954773
"dining room, grill, pub.",saloon,grill,9.382283210754395
"but such a show would have meant the museum taking a hard look at its own, often controversial part in the art world.",such,such,0.39478352665901184
"and while we allow people to give a kidney to their child, we do not allow them to donate their heart.",and,and,0.8438934683799744
"unbar, francisco! he called in spanish.",said,called,4.472820281982422
"who could there be?""",?,?,0.0069611407816410065
my wife and daughter are the ones doing riley.,and,and,0.0017162130679935217
take a backwaters trip through the lagoons and around the island villages.,visit,around,3.613190174102783
alcohol use and trauma.,abuse,trauma,8.598705291748047
'but if they catch me...',us,me,2.109764575958252
"the win brought tears to her eyes, of course, and prompted a phone call to mom in india.",brought,brought,0.01807737909257412
"the muslim campaign for partition was led by london-trained bombay lawyer, muhammad ali jinnah.",the,the,0.04979199543595314
it's um it's it's amazingly less expensive than it is,s,s,0.011105158366262913
automobile includes small trucks.,this,automobile,12.177023887634277
"you're quite safe."" her breath came more normally, and the colour was returning to her cheeks.",the,the,0.14200903475284576
probably so probably so um-hum,-,-,1.0595414638519287
"after its early failure, hubble now provides vital clues to the universe.",initial,early,4.8791656494140625
well they all come back from from the bottom,"""",well,8.26612663269043
just a hunch.,just,just,0.3631494343280792
the span  a guide to legal services planning.,##saurus,span,12.695959091186523
yeah i think they did a pretty good job but  they did not follow it exactly but they did give it you know do it justice,can,know,6.806715488433838
"she always says the right thing, does the right thing, wears the right clothes.",right,right,0.04635244235396385
'you killed derry.',mean,killed,6.394026279449463
"twelve days later, i made my second.",two,twelve,6.038033485412598
and enjoy nature and uh kind of wipe out the stress of everyday life i'd always,i,i,0.34143704175949097
"mrs. vandemeyer, she read, ""20 south audley mansions.",street,mansions,7.966558933258057
i'd call it a bad date.,',',2.753696753643453e-05
"for adventurous travelers looking for an introduction to the south, the rewards are rich.",world,south,5.08201265335083
it covers most but not all close senate and gubernatorial races.),.,.,0.015892740339040756
the component may also be a contractor.,require,be,1.6705759763717651
the point is not that investing in foreign companies is necessarily a mistake.,is,is,0.006192425731569529
"currently oasi and di make payments to that account, and hi receives payment.",them,payment,2.964488983154297
a plausible increase in the penetration of computer ownership by households over the course of a single year.,of,of,0.01840665191411972
"but the explanation is institutional, not ideological.","""",but,1.5896990299224854
you and tuppence have been sticking together like siamese twins.,##ppe,##ppe,0.02560223639011383
participants generally agreed that improvements in corporate governance will bring about improvements in auditing.,in,in,0.03351262956857681
authorizing and approving ,app,app,0.0008834273321554065
ever see a contemplative power ranger?,con,con,2.825220326485578e-05
"every tube contained a body, and every body was a famous figure from history.",in,from,1.6052000522613525
"the great kanto earthquake of 1923 destroyed some 60,000 homes in yokohama and took over 20,000 lives.",earthquake,earthquake,0.006843343377113342
oh was that good i heard oh okay,.,oh,7.383045673370361
"the only adult males allowed in the harem were the black eunuchs, who were in charge of security and administration.",the,the,0.10055183619260788
"due to the amount of information now available, power has shifted from the physician to the patient.",from,from,0.001654209685511887
i know i am um i do not know anybody in their right mind that says that that i'm doing it because i want to i,who,that,2.333484411239624
"is not that america's last bastion of mobsters, racists, and hacks?",##s,##sters,1.571408748626709
"let me try it."" she began snapping her fingers and saying the word eagerly, but nothing happened.",it,it,0.8866128921508789
"there is also an archaeological museum that displays older relics, including examples of mycenaean pottery.",fragments,examples,1.7111629247665405
research over the last 20 years has changed the scientific view of life.,has,has,0.02561246231198311
perhaps he should clear out even farther and head for california.,home,california,6.860429286956787
"for the moment, he sought refuge in retreat, and left the room precipitately. ",a,the,3.150904417037964
in june you can watch dealers haggling over heaps of white silkworm cocoons.,over,over,1.1879756450653076
"the results looked like versace melded with blade runner , says newsweek 's steven levy.",and,says,6.436400413513184
he waited for the group on the nearby 18 th green to finish.,',18,7.950749397277832
no not near as much as i'd like to i mean i've i tend to stay pretty busy at my job and uh,very,pretty,1.6250662803649902
we have a problem concerning gift etiquette.,proper,gift,10.86018180847168
the inglethorps did not appear. ,hum,##hor,6.005528450012207
equivalent to increasing national saving to 19.,energy,national,6.4815473556518555
you're mad.,right,mad,6.445094108581543
"inside, a huge mountain of a man, even bigger than thorn, fought with a huge two-handed axe.",than,than,0.0014612721279263496
jon had only seen two people move that fast in his life,seen,seen,0.044783368706703186
we developed technical assistance funds for creative planning projects and obtained a $15.,1,15,4.225131034851074
"i have done my best to target unpopulated areas at unpopulated times, but the guilt still weights heavy on my soul.'",people,areas,3.451425313949585
thurmond announced a few weeks ago that he will not run again.,he,he,0.06653493642807007
auditors will need to exercise professional judgment in assessing the significance of audit results or findings.,expert,professional,3.8297691345214844
where's tommy? ,',',2.47952248173533e-05
the lot upon which it is being built had been vacant.,the,the,0.0018506796332076192
"or he has not really thought it through, which itself would cast doubt on the depth of his faith.",but,or,6.307377338409424
network externalities are in.,the,network,10.20989990234375
we could use their assistance should it be needed.,necessary,needed,0.9230481386184692
not a pleasant prospect and not one easily avoided---not even by any reform package or proposal that i've seen.,legislation,proposal,5.934575080871582
the result was the four raphael rooms (stanze di raffaello).,##fa,##fa,0.001423299196176231
grand row! ,front,grand,10.168509483337402
"pointe pitre's cathedral, the basilique saint-pierre et saint-paul, features unusual metal columns and balconies.",##re,##re,0.08422395586967468
"had that piquant gipsy face been at the bottom of the crime, or was it 73 the baser mainspring of money? ",##ddy,##psy,2.3215723037719727
uh no i did not,",",no,6.154339790344238
we drive sixty five oh yes well,in,sixty,8.428910255432129
major tourist shops have forms and details.,many,major,6.784918308258057
randy's tough love wrap-up,close,wrap,6.174571990966797
yeah i'm in north carolina,from,in,1.0690224170684814
"he was watching muller as if the sergeant, rather than his men, was the focal point of any future attack.",he,he,0.4517195522785187
"i could feel gazes on my back; people peering out from between curtains, stealing glimpses through letterboxes.",of,through,4.940791606903076
good.' natalia glared.,.,.,0.16731999814510345
sophisticated research is required to tease apart the complex interactions between these variables.,these,these,1.416089653968811
what about me?,you,me,2.5090513229370117
they use the the injection thing or whatever it is,machine,thing,4.794166564941406
" he was here less than two days and already he thought of this town as home, something he wished to protect.",now,already,3.7331655025482178
" ""all whose true names they could find, that is,"" garm amended.",other,true,2.803723096847534
"had they any clue, or 103 would the whole thing remain in the category of undiscovered crimes? ",und,und,9.643566590966657e-05
"a few schools, including harvard, new york and georgetown universities, already have them.",also,already,3.918952226638794
the point is not that polls are dishonest.,the,the,0.30789801478385925
but uh what's that,",",uh,11.898189544677734
"he was writing a warning, not a prescription.",a,a,0.028885072097182274
stop blaming john.,",",blaming,7.485997676849365
kashmir remained an unresolved problem of partition.,issue,problem,3.9685230255126953
"all the discoveries have been made by japp, and japp will take all the credit. ",the,the,0.9341868162155151
you outwitted me.,##wi,##wi,0.013316384516656399
yeah but that's that's true just about every,"""",yeah,10.377730369567871
he was lecherous and strange.,##ous,##ous,0.0011435167398303747
this brought forth a small number of articulate dissensions.,this,this,0.7538543939590454
oh yeah no that's uh that's a that's a real interesting movie and it's got a good historical perspective to it,a,a,0.05260072648525238
your guess is as good as mine.,his,your,0.9915087819099426
someone was applauding.,app,app,0.00012718822108581662
you know used to play it a lot when i was in school but  now that i'm married and stuff i,i,i,9.619726915843785e-05
table 7-1 shows a summary of resource demand and its effect on current supply.,1,7,4.547169208526611
"yes, continued whittington.",",",",",0.09526804089546204
"unless otherwise noted, hotels take all major credit cards.",accept,take,6.670906066894531
"of course, there is always the chance that the company's management has simply gone mad.",is,is,0.00917232595384121
the rest of the industry is waiting to see how much control the government demands over recovered keys.,the,the,0.0006372089846991003
the mosque is unusual in cairo in that it has no facade it is hidden behind a protective wall with nineteen openings.,the,the,0.08682234585285187
"warn't no apaches, that's for certain.",em,t,3.8721351623535156
the commission prepared a final regulatory flexibility analysis pursuant to section 604.,commission,commission,1.9122947454452515
should the intervention include the family?,a,the,1.4413893222808838
"it's now a school, the colegio de santo domingo.",santo,santo,0.0004183370911050588
i think then that's a step away from even duty i do not think they even have a sense of the responsibility,s,s,6.508615479106084e-05
"it was a smaller room than the one downstairs, and there was something peculiarly airless about the atmosphere of it.",it,it,0.01699678972363472
"he held out a hand to the salamander, petted it to a gentle glow and put it back over dave's chest.",his,a,1.9626823663711548
"its principal scandal reporter, ambrose evans-pritchard, has published lots of stories on the suicide.",##ard,##ard,0.011583688668906689
"i never like to leave canada, because i'm disappointed every time.",and,because,5.1532416343688965
"in her soft grey frock, with white ruffles at the wrists falling over her slender hands, she looked very beautiful. ",into,over,2.531075954437256
"at the sight of tommy, julius's eyes seemed as though they would pop out of his head.",",",",",0.004068431910127401
"seemed that whoever the killer was, she'd let him into her home voluntarily.",she,she,0.009598532691597939
and even the painter could not give me a good estimate he said well i'll be done this afternoon you know,did,could,1.179253101348877
there's a pile of money called the social security trust fund.,a,a,0.11003746837377548
"dave hanson, to whom nothing is impossible, he said.",jones,hanson,8.69019889831543
"if moynihan has anything to do with it, al gore will not get bill clinton's.",has,has,0.20906423032283783
"still, miyajima manages to be both solemn and lively.",tends,manages,4.665739059448242
expressed about the methodology and results of the procedures to determine the federal pay gap.,address,determine,5.746579170227051
"tomb 57, that of khaemhat, was decorated with statues of himself and his family very rare for tombs of his class.",him,himself,2.7234623432159424
thank you. tuppence felt a terrific rise in her spirits.,thank,thank,0.04275425523519516
the place was a living tomb… .,the,the,0.7495959997177124
"he hired a room, and i hired one too.",and,and,0.28614678978919983
the dramatically rising cliff of black basalt stone made the castle impregnable to all but the most wily commander.,to,to,0.09881627559661865
somehow i hoped that as a people we could be better than than um expecting,",",than,8.84681224822998
he gasped for air and his head throbbed.,for,for,0.004510111175477505
yeah i i think you really have to be disciplined,mean,think,1.3239119052886963
oh okay i'll let you go,',',0.00010573305189609528
"authentic jamaican cuisine (including jerk chicken, pork, and fish), or choose your own lobster.",(,(,0.0002735478919930756
up to a forty four magnum any any of them in the correct hands they're an absolutely fantastic weapon,absolutely,absolutely,0.2907591462135315
i i seems like it was on a friday friday or saturday,",",friday,11.136204719543457
i beg your pardon. a man's voice beside her made her start and turn.,your,your,0.0020518696401268244
i am not keeping back facts. ,not,not,0.7282505631446838
around him stood the remainder of the sticks.,the,the,0.0003069168305955827
he scanned the great lawyer eagerly.,young,great,7.233606338500977
cdc centers for disease control and prevention cert/cc certa coordination center,##rta,##rt,2.496321678161621
it was at that moment that the full realization of his folly began to come home to tommy.,it,it,0.00031418632715940475
the next witness was mary cavendish. ,only,next,5.552982330322266
and you got to have your cranberry sauce now i like jellied kind,##an,##an,0.0012657972984015942
it was dead quiet.,it,it,0.36629796028137207
no um my husband has a grandmother in a nursing home and that has been a real mess to say the least,home,home,0.009167483076453209
but uh because i work for uh hal ammon,##de,am,5.941471576690674
yeah the current average or whatever,is,yeah,11.11495304107666
"she had decided not to ask if sir james was ""at home,"" but to adopt a more personal attitude.",take,adopt,1.5507336854934692
nor was a common start or end point identified for design review as an element of the facility acquisition process.,in,for,2.7056212425231934
"dublin is an intimate city, physically small but tightly packed, a perfect place for walking.",an,an,0.0017561980057507753
you will be able to buy it at the giftshop adjacent to the ship on your visit.,them,it,3.413983106613159
the others followed.,others,others,1.3283370733261108
u.s. economic interests through the prevention and mitigation ofmarine incidents.,##s,incidents,6.554017066955566
it could be very confusing.,it,it,0.9713189601898193
room 5 holds objects from the final phase of minoan civilization (1450-1400 b.c.).,.,.,6.794906312279636e-06
"the magazine's humor often depended on racist and sexist stereotypes, such as wide-grinned, watermelon-eating blacks.",half,wide,2.735858917236328
"but, says lindburg, 'if you protect the panda, you're protecting the golden monkey, the monal pheasants, the takins.",",",",",0.5006130337715149
it was refurbished in the victorian era but rendered useless by succeeding nile dams.,it,it,0.037090983241796494
so what do you think about it,of,about,1.172850251197815
yeah well i think they got i think that was almost everyone of them that he recruited uh recruited for this year,all,everyone,4.638351917266846
as a matter of fact he is.,fact,fact,0.013149920850992203
"here, where you should click the fifa online link, which you'll find on the left (under the basics).",can,should,6.197068214416504
she had come to know betty currie very well.,smith,currie,11.558131217956543
why come here? the torrent has started already and many other southern villages surely draw the interest of bandits.,risen,started,3.125539779663086
it took the advent of jetliners and cruise ships for that to happen.,and,and,0.011757481843233109
uh malaysia four years in malaysia and three years in the philippines,two,four,1.7604212760925293
by these criteria kinsey fares well.,means,criteria,8.007691383361816
"after years of neglect it was restored, beginning in the mid-1970s, and opened to the public in 1984.",and,and,0.004275348503142595
"the inner courtyard, the nasal chowk, is one of the few that can be visited.",can,can,0.07392381131649017
"we established the program because we were concerned about the changeover, wheeler said.",the,the,0.39031240344047546
sir james peel edgerton said you would be able to manage that for me.,go,edge,4.451137542724609
"' there were even days when i would wake up and think, 'please god, let me die.",and,',3.7224156856536865
so the reverse hypothesis could be just as valid.,as,as,0.048698607832193375
"sewage was thrown into the streets from upstairs windows, accompanied by shouts of  gardeyloo!  ",followed,accompanied,1.7734119892120361
"at first this resulted in an independent kingdom of mallorca, under jaume ii, followed by sanc and jaume iii.",ii,ii,0.2873785197734833
you and tuppence have been sticking together like siamese twins.,working,sticking,7.43902587890625
you mean it's that at a like a stranger a total stranger,',',0.0009168949909508228
western spruce budworm in the carson national,fort,the,2.754530191421509
we have the advantage tonight.,same,advantage,6.029690742492676
his next two shots landed in the chests of two riders carrying long bladed sticks.,wooden,bladed,7.042079925537109
um i have not kept up with uh the texas politics other than that dirty little uh governor fight,have,have,0.20479968190193176
"financial  examination of irs' fiscal year 1995 financial statements (gao/aimd-96-101, july 11, 1996)",-,-,0.49959903955459595
uh let me ask you something did you get a catalog or something from these people yet,from,from,0.21338655054569244
we'll handle this.',i,we,2.277323007583618
"great billowing streaks of flame, snaking to heaven and coiling up the sky.",##owing,##owing,0.05570797622203827
tv is the most important medium for conveying history.,##ing,##ing,0.006556191481649876
"it is especially renowned as the last center of training for the city's most celebrated residents, the geisha.",warrior,residents,8.90495491027832
"israelis are delighted that people from everywhere visit their country, and welcome you with genuine warmth.",it,you,7.3095879554748535
adrin said nothing and gabriel continued.,##rien,##rin,7.7739362716674805
yeah i do that too,",",i,1.9518611431121826
trade publishers sold 5 percent fewer books than they did the year before.,more,fewer,2.0656251907348633
oh yeah that yeah they they just run all over the place do not they,oh,that,8.127626419067383
i could.,nodded,could,6.104470252990723
my beloved sox beat the indians.,the,the,0.019125457853078842
"i do, dave hanson.",i,i,0.4110508859157562
"after relying exclusively on overseas trade, venice created a new land-owning aristocracy through this expansion.",on,on,0.02789297141134739
he's a freakish peter pan--the juvenile delinquent who would not grow up.,he,he,0.18693457543849945
but too often downsizing means what it has in the union pacific  fewer people doing more work.,union,downs,1.6939877271652222
"however, wtp is generally considered to be a more readily measurable and conservative measure of benefits.",however,however,1.2421680688858032
"but if the chinese did try to buy favor with the democrats, it may have been because they already owned the republicans.",it,it,0.12544551491737366
the corrida always starts on time even if the clock occasionally has to be stopped.,be,be,0.0009787060553207994
"instead, intel makes real things.",was,makes,8.703709602355957
because mademoiselle cynthia does not take sugar in her coffee.,not,not,0.008338162675499916
"it is wild and windswept, and its limited vegetation a far cry from the lush green interior.",",",",",0.03105032444000244
"before 1980, federal law prohibited interest to be generated on checking accounts maintained by federally insured banks.",deposits,interest,3.5348005294799805
they can even sit next to the driver.,also,even,2.411853790283203
so you do not really feel like you're really working that hard do you when you're in the water,?,when,3.103990077972412
"jon, still looking through adrin's eyes, saw a wicked sharp blade burst through the kal's chest.",she,jon,4.641206741333008
"several recently refurbished rooms display over 1,700 objects found at the tomb of tutankhamun by howard ceter in 1922.",tu,tu,0.0004459816846065223
"it is 'up to them' ”as you say over here."" then, suddenly, he asked: ""are you a judge of finger-marks, my friend?""",",",over,3.410586357116699
"so-called houston! this one problem, denise, or maybe dennis, was repeating.",denise,dennis,6.083476543426514
i hoped and prayed it would not occur to john also. ,would,would,0.3214399814605713
okay i uh i have five children all together,three,five,2.2333760261535645
but do not let that discourage you.,him,that,4.992872714996338
"but as mir floated in orbit, the soviet union fell apart.",it,mir,7.551333427429199
"thus, on close scrutiny, the zapruder film's ultimate revelation is that abraham zapruder was himself a conspirator.",was,was,0.7008612751960754
"anyway, there's no way to identify the owner or owners ""anse picked up the three musketeers .",to,to,0.0002723561483435333
"4 million, which will be divvied up nationwide.",to,up,3.174118995666504
yeah because everybody else is growing,everyone,everybody,3.1363296508789062
i've had a chance to i had a chance to terminate and uh l o a and back to l o a,',',0.005389920435845852
no i'm not in cape cod i'm uh oh about a you know five minute ride from rhode island,to,from,2.3081440925598145
"that you value your origins, that you cradle old stories and remember old morals.",old,old,0.3189255893230438
then he has to fudge his faith so that people who do not share it will not take it seriously.,sometimes,then,2.9846994876861572
strike a match to see the effect.,.,to,2.0258069038391113
"'exactly,' he nodded.",',',0.003872159868478775
"as an example of urgent pro bono need, dean glen cited the civil court of new york, the nation's busiest.",a,urgent,8.805152893066406
"julius, said tuppence firmly, ""stop walking up and down.",up,up,0.017489729449152946
"gaaaaandhi, gone gone gone.",##e,",",3.97845196723938
"for that, they'll need to sign certain contracts.'",",",",",0.04925413429737091
sometimes the people who represent themselves do not even know the significant facts of their case.,who,who,0.0852418765425682
using lower cut points for females may maximize screening test performance.,score,cut,8.918956756591797
ca'daan felt his heart jump.,sink,jump,3.268932342529297
we have examples of these in the giant outer planets.,we,we,0.04341799393296242
okay uh are you in the market for a new car,"""",okay,10.148497581481934
white nodded.,horse,nodded,10.579462051391602
um me i'm a firm believer in that if you got it spend it,you,you,0.9749016165733337
"not all falsehoods, of course, are lies (the key ingredient in a lie is intentionality).",main,key,2.0267672538757324
they were pushing the pace all right.,issue,pace,7.92417049407959
"i had a slew of comfortable rooms with cushions everywhere, and a fridge forever stocked with fatty foods.",of,of,0.0004285847535356879
net personal savings,his,net,5.75163459777832
"1.7, formerly methodology transfer paper 7.",no,7,9.254939079284668
mangrove trees and shrubs grow on coastal marshland in the brackish zone between the sea and fresh water.,occur,grow,0.9247442483901978
edinburgh zoo has a penguin parade every day during the summer.,year,day,4.492204189300537
"his problem, he said, is the current hiring freeze imposed on all city agencies.",on,on,0.09599238634109497
but a closer analysis of the weather map suggests mother nature actually favors the democrats this year.,way,year,2.759398937225342
" elsewhere, great events were changing the shape of the world.",are,were,1.9560879468917847
shenzhen was china's first special economic zone.,china,china,0.023366916924715042
what missions or functions is the acquisition to support?,what,what,0.3369673192501068
he might have stowed them there in a hurry.,st,st,0.002078279387205839
oh the potato they were they're delicious but they you do not get seem to get that much for the space they they do,in,for,3.568833589553833
seven thousand troops under sir ralph abercromby landed east of san juan and blockaded the city.,several,seven,3.820598840713501
the amount recorded by both entities is the transferring entity's book value of the asset.,paid,recorded,7.844197750091553
"alternatively, he could have used his address to the christian coalition last friday to criticize religious intolerance.",religious,religious,1.3742254972457886
the duddon valley and the rolling hillsides around the village of ulpha were much favored by wordsworth.,##s,##s,0.032907456159591675
but there are different kinds of fishing.,people,fishing,9.603524208068848
buy soon or you may miss the chance.,miss,miss,0.8431114554405212
"white looked up at me, quite slowly.",looked,looked,0.3279888331890106
"an experienced diver may prefer moving onto the sinai, where the diving is even better.",diver,diver,0.029265454038977623
"msnbc, usa today, and yahoo!",e,yahoo,3.0946314334869385
you know kids,have,know,3.5323991775512695
part of its infrastructure to help managers run the entity and achieve their aims on an ongoing basis.,basis,basis,0.001888398313894868
who is stark? asked jon.,stark,jon,4.086076259613037
"if you would like a more novel, self-drive way of exploring the desert, hire a quad runner.",you,you,0.04863502085208893
they celebrate the u.s. women's comparative innocence.,historical,comparative,8.775594711303711
"there we found an open door, flapping in the breeze.",in,in,0.030953245237469673
that goddamned hamster dance.,goddamn,goddamn,1.542551040649414
"at 1,467 m (4,813 ft) it dominates the lush and rugged south of basse terre.",rugged,lush,6.1658616065979
uh i work on my own i've got an nineteen eighty trans am that i've had uh since it was new,',',0.0003412379592191428
"rock, folk, and  the royal dublin society in ballsbridge holds huge open-air concerts, including rock, folk, and jazz.",rock,rock,1.5122736692428589
"a legitimate businessman, hughes was nonetheless eccentric and dramatic, a style suited to the las vegas ethos.",and,and,0.05686502158641815
